,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
18,Tickeron,@Tickeron,2020-01-03T10:40:12.000Z,"$XOM in Downtrend: its price expected to drop as it breaks its higher Bollinger Band on January 2, 2020. View odds for this and other indicators: https://tickeron.com/go/1079808 #ExxonMobil #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today","$XOM in Downtrend: its price expected to drop as it breaks its higher Bollinger Band on January 2, 2020. View odds for this and other indicators: https://tickeron.com/go/1079808 #ExxonMobil #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today",,,,,['https://pbs.twimg.com/media/ENWcLzVUwAEKCSS?format=jpg&name=small'],https://twitter.com/Tickeron/status/1213047402828976128
19,Stockbeep Scanner,@stockbeep,2020-01-02T17:24:44.000Z,"#Stocks trading at monthly highs

$ADXS $IQ $XOM $OXY $BIDU $ENPH $MYL $PYPL $I $MRVL 

(+32 more results)  Scan updates every 5 secs.
#nyse #nasdaq
http://stockbeep.com/mhi-jan2p","#Stocks trading at monthly highs

$ADXS $IQ $XOM $OXY $BIDU $ENPH $MYL $PYPL $I $MRVL 

(+32 more results)  Scan updates every 5 secs.
#nyse #nasdaq
http://stockbeep.com/mhi-jan2p
1",,,,1,[],https://twitter.com/stockbeep/status/1212786819659530240
20,Chess,@chessNwine,2020-01-02T16:08:52.000Z,NEW POST: Newfound Resolve for the New Year https://marketchess.com/2020/01/02/newfound-resolve-new-year…   $BILI $IWM $LK $NTES $XOM,"NEW POST: Newfound Resolve for the New Year https://marketchess.com/2020/01/02/newfound-resolve-new-year…   $BILI $IWM $LK $NTES $XOM
marketchess.com
Newfound Resolve for the New Year
Software, semiconductors (e.g. AMD), and overlapping China plays related to those two sectors are clearly stealing the show on the long side in this first trading session of 2020, so far. Their...
3",,,,3,[],https://twitter.com/chessNwine/status/1212767724398624774
21,SIAnalystWire,@AnalystWire,2020-01-03T18:12:03.000Z,ExxonMobil $XOM PT Lowered to $72 at Goldman Sachs,"ExxonMobil $XOM PT Lowered to $72 at Goldman Sachs
streetinsider.com
ExxonMobil (XOM) PT Lowered to $72 at Goldman Sachs
Goldman Sachs analyst Neil Mehta lowered the price target on ExxonMobil (NYSE: XOM) to $72.00 (from $74.00) while maintaining a Neutral rating.
1",,,1,,[],https://twitter.com/AnalystWire/status/1213161113162059776
22,Tom Petruno,@tpetruno,2020-01-03T21:51:37.000Z,"Energy stocks were mixed on the Iran news. Many smaller producers gained, but the giants and refiners were weak. A sampling:

Whiting $WLL +8.6%
Hess $HES +3.1
Devon $DVN +1.2
$EOG +1.0
Conoco $COP +0.4
Chevron $CVX -0.4
Exxon $XOM -0.8
Valero $VLO -3.8","Energy stocks were mixed on the Iran news. Many smaller producers gained, but the giants and refiners were weak. A sampling:

Whiting $WLL +8.6%
Hess $HES +3.1
Devon $DVN +1.2
$EOG +1.0
Conoco $COP +0.4
Chevron $CVX -0.4
Exxon $XOM -0.8
Valero $VLO -3.8
marketwatch.com
Here’s a look at the biggest movers among U.S. oil stocks after Iran’s Soleimani is killed
The broad market was down, but some energy stocks were up significantly.",,,,,['https://pbs.twimg.com/card_img/1500094376902799363/9BUHvEnD?format=jpg&name=small'],https://twitter.com/tpetruno/status/1213216370449514496
23,Chris in Canada,@Tsxman,2020-01-03T19:50:21.000Z,"Replying to 
@PFenforcer","Replying to 
@PFenforcer
$EOG and $XOM are two of the US names that promised lots of new supply, specifically in the #Permian basin.  If today is a sign of things to come, it looks pretty foretelling that investors do not want to see that 'crazy talk.'
2",🛢 🍁,,,2,[],https://twitter.com/Tsxman/status/1213185852240732162
24,Dr. Sarc,@drsarc,2020-01-03T03:22:37.000Z,"Replying to 
@TickerHistory
 and 
@hipster_trader","Replying to 
@TickerHistory
 and 
@hipster_trader
Buy *energy* stocks. Corrected it for you. $XOM and $CVX management teams and BoDs breaking out decade-old champagne tonight...
2",,,,2,[],https://twitter.com/drsarc/status/1212937277996961792
25,TalkMarkets,@TalkMarkets,2020-01-03T13:37:41.000Z,"Futures Tumble, Oil, VIX And Gold Soar As Markets Brace For Iran's Response $CVX $XOM $GLD $SPX $BNO $VIX $ACWI $OIL https://talkmarkets.com/content/us-markets/futures-tumble-oil-vix-and-gold-soar-as-markets-brace-for-irans-response?post=245815…","Futures Tumble, Oil, VIX And Gold Soar As Markets Brace For Iran's Response $CVX $XOM $GLD $SPX $BNO $VIX $ACWI $OIL https://talkmarkets.com/content/us-markets/futures-tumble-oil-vix-and-gold-soar-as-markets-brace-for-irans-response?post=245815…",,,,,[],https://twitter.com/TalkMarkets/status/1213092068102483974
26,Chameleon Options,@MC_OptionTrades,2020-01-02T22:32:03.000Z,$XOM Exxon Mobil Option Order Flow Sentiment has Turned from Bearish to Bullish. https://marketchameleon.com/Overview/XOM/OptionOrderSentiment/…,"$XOM Exxon Mobil Option Order Flow Sentiment has Turned from Bearish to Bullish. https://marketchameleon.com/Overview/XOM/OptionOrderSentiment/…
1
1",🦎,,1,1,[],https://twitter.com/MC_OptionTrades/status/1212864156593995776
27,Investor News,@newsfilterio,2020-01-03T23:31:49.000Z,"Exxon signals fourth quarter weakness in chemicals and refining, offset by asset sale $XOM $CVX https://newsfilter.io/articles/exxon-signals-fourth-quarter-weakness-in-chemicals-and-refining-offset-by-asset-sale-efcf4418026bdeca8a96f8eb43b7fe92…","Exxon signals fourth quarter weakness in chemicals and refining, offset by asset sale $XOM $CVX https://newsfilter.io/articles/exxon-signals-fourth-quarter-weakness-in-chemicals-and-refining-offset-by-asset-sale-efcf4418026bdeca8a96f8eb43b7fe92…",,,,,[],https://twitter.com/newsfilterio/status/1213241586244575234
28,Jon Ogg,@jonogg,2020-01-02T15:02:03.000Z,"#stockmarket  Stock market gains and economic expansion to continue into 2020, and formal DJIA targets coming Monday. Here is the exposure, risk and opportunity from $AAPL $MSFT $AMZN $BA $IBM $XOM $CVX $WBA $MMM $JPM and other key companies.

https://247wallst.com/investing/2020/01/01/bull-market-risks-opportunities-from-2019-into-2020-apple-microsoft-amazon-boeing-3m-ibm-exxon-and-more/…","#stockmarket  Stock market gains and economic expansion to continue into 2020, and formal DJIA targets coming Monday. Here is the exposure, risk and opportunity from $AAPL $MSFT $AMZN $BA $IBM $XOM $CVX $WBA $MMM $JPM and other key companies.

https://247wallst.com/investing/2020/01/01/bull-market-risks-opportunities-from-2019-into-2020-apple-microsoft-amazon-boeing-3m-ibm-exxon-and-more/…",,,,,['https://pbs.twimg.com/media/ENSOhgXXUAACGlF?format=jpg&name=small'],https://twitter.com/jonogg/status/1212750908452483072
29,Chris Versace,@ChrisJVersace,2020-01-03T13:32:16.000Z,"In today's 
@Nasdaq
 Market Note 
@EllesEconomy
 & I discuss 
@CNN
 Fear & Greed Index flashed Extreme Greed ystrdy but today everything changed as #Iran may be the Bear to beat this #stockmarket's seemingly invincible bull $BYND $XOM $TSLA $AAPL $DIS $AMD $WCC","In today's 
@Nasdaq
 Market Note 
@EllesEconomy
 & I discuss 
@CNN
 Fear & Greed Index flashed Extreme Greed ystrdy but today everything changed as #Iran may be the Bear to beat this #stockmarket's seemingly invincible bull $BYND $XOM $TSLA $AAPL $DIS $AMD $WCC
nasdaq.com
Daily Markets: Bull Market May Have Met Its Bear
2
3",📈 ☕ 🖊 ⌨,,2,3,['https://pbs.twimg.com/card_img/1500446091044552711/K8Z009Sm?format=jpg&name=small'],https://twitter.com/ChrisJVersace/status/1213090705415049216
30,Investor News,@newsfilterio,2020-01-03T23:24:50.000Z,"UPDATE 2-Exxon signals 4th qtr weakness in chemicals and refining, offset by asset sale $XOM https://newsfilter.io/articles/update-2-exxon-signals-4th-qtr-weakness-in-chemicals-and-refining-offset-by-asset-sale-f56f04b47efd26a63a71574fcc9fa4c2…","UPDATE 2-Exxon signals 4th qtr weakness in chemicals and refining, offset by asset sale $XOM https://newsfilter.io/articles/update-2-exxon-signals-4th-qtr-weakness-in-chemicals-and-refining-offset-by-asset-sale-f56f04b47efd26a63a71574fcc9fa4c2…",,,,,[],https://twitter.com/newsfilterio/status/1213239829556793346
31,SwingTradeBot,@SwingTradeBot,2020-01-02T15:10:05.000Z,Rose Above Upper Bollinger Band today: $EIRL $JAKK $IAG $SAND $GLTR $BR $ELY $ATRC $FXI $XOM $GGB $BSBR $QUIK $TLRA $ZEAL $MDWD $GSX $NOW $CKH $GNFT ...,"Rose Above Upper Bollinger Band today: $EIRL $JAKK $IAG $SAND $GLTR $BR $ELY $ATRC $FXI $XOM $GGB $BSBR $QUIK $TLRA $ZEAL $MDWD $GSX $NOW $CKH $GNFT ...
swingtradebot.com
Rose Above Upper Bollinger Band Intraday Alerts
Intraday technical analysis stock signals. This screener / scanner finds intraday stock movers making significant technical moves.",,,,,['https://pbs.twimg.com/card_img/1500736240479576065/PvjTJ7L9?format=jpg&name=small'],https://twitter.com/SwingTradeBot/status/1212752933709918208
32,Paul R. La Monica,@LaMonicaBuzz,2020-01-03T12:55:55.000Z,US-Iran fears rattling the global markets. But keep an eye on two sectors that could hold up better than most today. Oil and defense. $XOM $CVX $LMT $RTN $NOC all up #premarket.,"US-Iran fears rattling the global markets. But keep an eye on two sectors that could hold up better than most today. Oil and defense. $XOM $CVX $LMT $RTN $NOC all up #premarket.
1",,,1,,[],https://twitter.com/LaMonicaBuzz/status/1213081556778131458
33,Bull Nation,@BullEllis,2020-01-03T23:13:25.000Z,"Replying to 
@Tsxman","Replying to 
@Tsxman
Makes no sense.  $XOM also has the Guyana play as well so no issues with Middle East Oil
1",,,,1,[],https://twitter.com/BullEllis/status/1213236954982051841
34,Bruno J. Navarro,@Bruno_J_Navarro,2020-01-03T17:27:10.000Z,"Exxon Mobil Corp. won’t have to pay a fine for continuing to do business with a Russian state-run oil company amid increasing U.S. sanctions on the country, a federal judge ruled. — 
@WSJ
#OFAC $XOM","Exxon Mobil Corp. won’t have to pay a fine for continuing to do business with a Russian state-run oil company amid increasing U.S. sanctions on the country, a federal judge ruled. — 
@WSJ
#OFAC $XOM
wsj.com
Exxon Wins Rare Reprieve From U.S. Sanctions Fine
U.S. District Judge Jane Boyle’s ruling this week voids a $2 million fine the U.S. Treasury Department had imposed on the oil giant in July 2017 for allegedly violating U.S. sanctions on Russia.",🌻,,,,[],https://twitter.com/Bruno_J_Navarro/status/1213149818064912385
35,Aaron J. Courtney,@FOHMaster,2020-01-03T14:28:33.000Z,"Replying to 
@JackPScott
 and 
@TeddyVallee","Replying to 
@JackPScott
 and 
@TeddyVallee
Not sure 20 handle PE on $XOM represents value. But I have been buying Russian oil companies 
1",👍,,,1,[],https://twitter.com/FOHMaster/status/1213104867872530435
36,ContrarianShort,@ContrarianShort,2020-01-03T01:33:26.000Z,"Replying to 
@zerohedge","Replying to 
@zerohedge
Bought a bit of $XOM just in time.  Thank you 
@realDonaldTrump
1",,,,1,[],https://twitter.com/ContrarianShort/status/1212909803485487104
37,Benzinga,@Benzinga,2020-01-02T18:15:00.000Z,Here's How Much Investing $100 In Exxon Mobil Stock Back In 2010 Would Be Worth Today $XOM,"Here's How Much Investing $100 In Exxon Mobil Stock Back In 2010 Would Be Worth Today $XOM
benzinga.com
Here's How Much Investing $100 In Exxon Mobil Stock Back In 2010 Would Be Worth Today
Investors who owned stocks in the 2010s generally experienced some big gains. In fact, the SPDR S&P 500 (NYSE: SPY) total return for the decade was 250.5%. But there’s...",,,,,[],https://twitter.com/Benzinga/status/1212799466685767681
38,Tanzeel Akhtar,@Tanzeel_Akhtar,2020-01-03T16:38:36.000Z,"Exxon Mobil Says Q4 Earnings Will Benefit From Var Energi Sale $XOM https://benzinga.com/z/15067272#.Xg9uBw_3aj0.twitter… # via 
@benzinga","Exxon Mobil Says Q4 Earnings Will Benefit From Var Energi Sale $XOM https://benzinga.com/z/15067272#.Xg9uBw_3aj0.twitter… # via 
@benzinga
benzinga.com
Exxon Mobil Says Q4 Earnings Will Benefit From Var Energi Sale
A Friday 8-K filing by Exxon Mobil (NYSE: XOM) shows the company expects to gain $3.4 billion to $3.6 billion from the sale of its upstream Norwegian oil and...
1",,,1,,[],https://twitter.com/Tanzeel_Akhtar/status/1213137597242990592
39,Tesla Queen,@TESLAQUEEN10,2020-01-06T04:45:28.000Z,"$ALPP - Alpine 4 Tech - Check this stock out - expecting 96% YOY revenue growth for 2019! WOW! Also, looking to uplist in 2020! Extremely undervalued!
$OPTI $SBES $AAPL $TSLA $AMZN $WKHS $SIRI $VG $BA $XOM $FB $IBM #NASDAQ #NYSE #SP500 #CNBC #Penny #Market #Money #GoldenGlobes","$ALPP - Alpine 4 Tech - Check this stock out - expecting 96% YOY revenue growth for 2019! WOW! Also, looking to uplist in 2020! Extremely undervalued!
$OPTI $SBES $AAPL $TSLA $AMZN $WKHS $SIRI $VG $BA $XOM $FB $IBM #NASDAQ #NYSE #SP500 #CNBC #Penny #Market #Money #GoldenGlobes
Alpine 4 Holdings, Inc.
@alpine4holdings
 · 6 Jan 2020
Alpine 4 Technologies, Ltd. expects to report 2019 revenue growth of 96% over 2018. $ALPP                        

AMERICAN MANUFACTURING 

https://prnewswire.com/news-releases/alpine-4-technologies-alpp-expects-to-report-2019-revenue-growth-of-96-over-2018-300981337.html…
2
15
29",👑 👑,2,15,29,['https://pbs.twimg.com/profile_images/1450933200977465345/lSPXcZ4e_mini.jpg'],https://twitter.com/TESLAQUEEN10/status/1214045292573659138
40,SarahMoneywork,@SarahVI_S,2020-01-05T22:37:27.000Z,"On watch monsters,  $ROKU $SNAP $XOM","On watch monsters,  $ROKU $SNAP $XOM
2
2
8",🙋 📈 💰 ✔,2,2,8,[],https://twitter.com/SarahVI_S/status/1213952677547261952
