,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
20,Stock Rover,@stockrover,2018-01-02T13:50:11.000Z,IRS assesses $2 billion tax bill on Caterpillar $CAT subsidiary Caterpillar SARL used to process sales & profits for international orders http://ow.ly/2OOI30hwQG1,IRS assesses $2 billion tax bill on Caterpillar $CAT subsidiary Caterpillar SARL used to process sales & profits for international orders http://ow.ly/2OOI30hwQG1,,,,,[],https://twitter.com/stockrover/status/948189681920946176
21,Saint Germain,@LeeSamaha,2018-01-03T14:15:29.000Z,"How and Why #Deere & Company Stock Crushed It in November  #stocks $CAT, $DE https://fool.com/investing/2017/12/06/how-and-why-deere-company-stock-crushed-it-in-nove.aspx… 
@deere
 #agriculture #farming","How and Why #Deere & Company Stock Crushed It in November  #stocks $CAT, $DE https://fool.com/investing/2017/12/06/how-and-why-deere-company-stock-crushed-it-in-nove.aspx… 
@deere
 #agriculture #farming
fool.com
How and Why Deere & Company Stock Crushed It in November @themotleyfool #stocks $DE $CAT
The company's core North American agricultural end markets are starting to turn up.
1",,,,1,['https://pbs.twimg.com/card_img/1501707346279645186/8Pe-oSHd?format=jpg&name=small'],https://twitter.com/LeeSamaha/status/948558438921097221
22,Crypto Spartan,@crypto_spartans,2018-01-03T21:57:04.000Z,"Replying to 
@CosmosJunkie21","Replying to 
@CosmosJunkie21
$cat, $ift or $cred
2",,,,2,[],https://twitter.com/crypto_spartans/status/948674598702407680
23,Luciano S.R,@LucianoSReiss,2018-01-03T15:21:16.000Z,"$DADI telegram chat already exceeds 7k members, ICO Most promising of January.
Register for the Public Sale https://dadi.cloud/r/texk7f77k5

  $ICON   $IOC  $CAT   $LUX  $XUC  $POWR  $TIX  $FLIK  $SAN  $ADA $ENG  $RISE  $PHR   $STEEM   $NXS  $DASH  $QRL $ITC $NAS $DATA $RVT $DRGN $STRAT","$DADI telegram chat already exceeds 7k members, ICO Most promising of January.
Register for the Public Sale https://dadi.cloud/r/texk7f77k5

  $ICON   $IOC  $CAT   $LUX  $XUC  $POWR  $TIX  $FLIK  $SAN  $ADA $ENG  $RISE  $PHR   $STEEM   $NXS  $DASH  $QRL $ITC $NAS $DATA $RVT $DRGN $STRAT
1",🌐,,,1,[],https://twitter.com/LucianoSReiss/status/948574992068956160
24,TheClosingBell,@TCBFx,2018-01-03T18:27:30.000Z,The Closing Bell is out! https://paper.li/BonaCapital/1408551985?edition_id=c18105c0-f0b3-11e7-9173-0cc47a0d164b… $EURUSD $GBPUSD $USDJPY $AUDUSD $SPY $TWTR $GPRO $YHOO $LNKD $FB $AAPL $BRD $CAT $WLT $LNKD,The Closing Bell is out! https://paper.li/BonaCapital/1408551985?edition_id=c18105c0-f0b3-11e7-9173-0cc47a0d164b… $EURUSD $GBPUSD $USDJPY $AUDUSD $SPY $TWTR $GPRO $YHOO $LNKD $FB $AAPL $BRD $CAT $WLT $LNKD,,,,,[],https://twitter.com/TCBFx/status/948621857724551169
25,Market News Algo,@MarketNewsAlgo,2018-01-02T14:40:05.000Z,Caterpillar's $2 billion tax fight with the IRS could change how US companies do business http://imn.dvolatility.com/2018/01/caterpillars-2-billion-tax-fight-with_2.html… $CAT,Caterpillar's $2 billion tax fight with the IRS could change how US companies do business http://imn.dvolatility.com/2018/01/caterpillars-2-billion-tax-fight-with_2.html… $CAT,,,,,[],https://twitter.com/MarketNewsAlgo/status/948202238324994048
26,TalkMarkets,@TalkMarkets,2018-01-02T22:21:02.000Z,Changing Your Approach To Momentum Plays $SPX $CAT $NVDA https://goo.gl/84wXs1,Changing Your Approach To Momentum Plays $SPX $CAT $NVDA https://goo.gl/84wXs1,,,,,[],https://twitter.com/TalkMarkets/status/948318241725779969
27,Clark Joseph Kent,@JorelLaraKalel,2018-01-03T17:16:48.000Z,5 Hot Big-Brand American Stocks to Buy in 2018 $FB $MS $CAT $MCD $WMThttp://bit.ly/2CjSbNN,"5 Hot Big-Brand American Stocks to Buy in 2018 $FB $MS $CAT $MCD $WMThttp://bit.ly/2CjSbNN
youtube.com
McDonald's self-serving kiosks
Check out these self-serving kiosks at McDonald's. (MCD)We are at a McDonald's in Canada.Restaurants that use technology have been stock market winners.Compa...",,,,,['https://pbs.twimg.com/card_img/1501380048925777932/YM5LFQC_?format=jpg&name=240x240'],https://twitter.com/JorelLaraKalel/status/948604067265368065
28,SwingTradeBot,@SwingTradeBot,2018-01-03T22:54:15.000Z,Scan results - Hammer Candlestick today: $TDG $CURO $ENS $CVNA $FTV $BGCP $CBSH $STAG $CAT $ALLY ...,"Scan results - Hammer Candlestick today: $TDG $CURO $ENS $CVNA $FTV $BGCP $CBSH $STAG $CAT $ALLY ...
swingtradebot.com
Hammer Candlestick on 02/11/2022 Stock Screen Results
Stock Screen: The Hammer is a bullish reversal pattern that forms after a decline. In addition to a potential trend reversal, hammers can mark bottoms or support levels. After a decline, hammers...",,,,,[],https://twitter.com/SwingTradeBot/status/948688990592491520
29,US Banking News,@AmericanBanking,2018-01-02T13:11:22.000Z,Research Analysts’ Recent Ratings Updates for Caterpillar $CAT http://ift.tt/2A5XJJu,Research Analysts’ Recent Ratings Updates for Caterpillar $CAT http://ift.tt/2A5XJJu,,,,,[],https://twitter.com/AmericanBanking/status/948179913999355904
30,MichaelB,@longterm_inv,2018-01-02T07:41:23.000Z,"Replying to 
@kris_warrior","Replying to 
@kris_warrior
You’re short $BA, $CAT and these kind of bastards? 
1
3",😏 😀,1,,3,[],https://twitter.com/longterm_inv/status/948096872144654336
31,R,@RyneOsborne1,2018-01-02T23:19:41.000Z,"Replying to 
@joshua_feinberg","Replying to 
@joshua_feinberg
$CAT won’t they lose customer trust and business from this crime? Even though the monetary penalty was only 25 million it tarnished the image
1",,,,1,[],https://twitter.com/RyneOsborne1/status/948333002844659712
32,Jason Tai,@jasontai168,2018-01-03T21:28:43.000Z,"Replying to 
@traderstewie","Replying to 
@traderstewie
Thanks for the great analysis on $CAT. Started a small position at $146.25. It has gone up by more than 7% as of today! Keep up the good work!!
1
1",🚀 🏆,1,,1,[],https://twitter.com/jasontai168/status/948667463385997312
33,Market Org,@MarketOrg,2018-01-02T14:39:10.000Z,Caterpillar's $2 billion tax fight with the IRS could change how US companies do business http://imn.dvolatility.com/2018/01/caterpillars-2-billion-tax-fight-with_2.html… $CAT #Caterpillar,Caterpillar's $2 billion tax fight with the IRS could change how US companies do business http://imn.dvolatility.com/2018/01/caterpillars-2-billion-tax-fight-with_2.html… $CAT #Caterpillar,,,,,[],https://twitter.com/MarketOrg/status/948202010901471232
34,Watchlist News,@WatchlistN,2018-01-02T13:09:14.000Z,Research Analysts’ Recent Ratings Updates for Caterpillar $CAT http://ift.tt/2Cw6cei,Research Analysts’ Recent Ratings Updates for Caterpillar $CAT http://ift.tt/2Cw6cei,,,,,[],https://twitter.com/WatchlistN/status/948179376159580161
35,Guilherme Ayres,@gaslucas,2018-01-02T16:56:23.000Z,$CAT up more than a 100% from the lows and may end up with a 2b windfall. Stuff that makes bull mkts,"$CAT up more than a 100% from the lows and may end up with a 2b windfall. Stuff that makes bull mkts
www-cnbc-com.cdn.ampproject.org
Caterpillar's $2 billion tax fight with the IRS could change how US companies do business
Federal officials raided Caterpillar in March, and the outcome of the investigation could influence other U.S. companies' tax strategies, WSJ reports.",,,,,['https://pbs.twimg.com/card_img/1499969975070695424/HdqKBRHP?format=jpg&name=small'],https://twitter.com/gaslucas/status/948236541641535488
36,US Banking News,@AmericanBanking,2018-01-01T03:21:20.000Z,Caterpillar $CAT Stock Rating Upgraded by Vetr http://ift.tt/2zW66Y4,Caterpillar $CAT Stock Rating Upgraded by Vetr http://ift.tt/2zW66Y4,,,,,[],https://twitter.com/AmericanBanking/status/947669040918614016
37,sharky,@sharky508,2018-01-03T15:15:48.000Z,SRMX With the addition of the Mini Cell Tower technology TriCascade will be the only technology   $SRMX $CAT $TMUS $FCC,"SRMX With the addition of the Mini Cell Tower technology TriCascade will be the only technology   $SRMX $CAT $TMUS $FCC
investorshub.advfn.com
BB's Stock Haven Post # 4230487
1",,,1,,[],https://twitter.com/sharky508/status/948573618438660096
38,ValueTrades,@StockTradePicks,2018-01-02T13:39:20.000Z,MUST READ: This stock ended 2017 at a 52 week high and is set to soar in 2018: http://nasdaqnewsreports.blogspot.com/2017/12/a-cannabis-and-blockchain-story-iii.html… $CAT $VALE $PANW $NVAX $DLR $NYMT $GEVO $GRNH $N $OUTR $RIG $D $AFL $WDAY $DFS $SGYP $NMM $ODP $WNR $UAN,MUST READ: This stock ended 2017 at a 52 week high and is set to soar in 2018: http://nasdaqnewsreports.blogspot.com/2017/12/a-cannabis-and-blockchain-story-iii.html… $CAT $VALE $PANW $NVAX $DLR $NYMT $GEVO $GRNH $N $OUTR $RIG $D $AFL $WDAY $DFS $SGYP $NMM $ODP $WNR $UAN,,,,,[],https://twitter.com/StockTradePicks/status/948186952464871424
39,Briefing.com,@Briefingcom,2018-01-03T00:03:00.000Z,Latest #TechnicalScans $CAT $CVX $CXO $ERJ $FANG $PSTG $RIOT $ROKU... http://bit.ly/2CF5V6M #trading #stocks #breakouts #doji #powerup #oversold,Latest #TechnicalScans $CAT $CVX $CXO $ERJ $FANG $PSTG $RIOT $ROKU... http://bit.ly/2CF5V6M #trading #stocks #breakouts #doji #powerup #oversold,,,,,[],https://twitter.com/Briefingcom/status/948343903387779072
40,Mr Chart,@cryptoneon,2018-01-01T05:28:21.000Z,"Replying to 
@CryptoTickers","Replying to 
@CryptoTickers
And $cat
1",,,,1,[],https://twitter.com/cryptoneon/status/947701005625552896
41,Gareth Soloway,@GarethSoloway,2018-01-02T20:29:00.000Z,"$TRV $CAT $HD seeing profit taking today as the NASDAQ gets massive money flow. Investors seem giddy about the prospects for 2018. Headline on 
@MarketWatch
 reads ""Analysts Expect Their Favorite NASDAQ Stocks To Rise As Much As 43% In 2018"". #IFellOffTheTurnipTruck #IllBeDamned","$TRV $CAT $HD seeing profit taking today as the NASDAQ gets massive money flow. Investors seem giddy about the prospects for 2018. Headline on 
@MarketWatch
 reads ""Analysts Expect Their Favorite NASDAQ Stocks To Rise As Much As 43% In 2018"". #IFellOffTheTurnipTruck #IllBeDamned",,,,,[],https://twitter.com/GarethSoloway/status/948290047307956224
42,"Wilhelm Bielert, PhD",@wil_bielert,2018-01-01T02:59:26.000Z,"RT 
@MobilePotpurri
: (Slideshow) Top 20 #IIoT applications - $ABB $AMZN $BA $CAT #RTI https://lnkd.in/g_tSvbi","RT 
@MobilePotpurri
: (Slideshow) Top 20 #IIoT applications - $ABB $AMZN $BA $CAT #RTI https://lnkd.in/g_tSvbi",,,,,[],https://twitter.com/wil_bielert/status/947663529393483776
43,Steve Grzanich,@SteveGrzanich,2018-01-02T16:23:56.000Z,"What new tax law? Caterpillar fights to protect its Swiss-made profits https://wsj.com/articles/what-new-tax-law-caterpillar-fights-to-protect-its-swiss-made-profits-1514834745… via 
@WSJ
 $CAT","What new tax law? Caterpillar fights to protect its Swiss-made profits https://wsj.com/articles/what-new-tax-law-caterpillar-fights-to-protect-its-swiss-made-profits-1514834745… via 
@WSJ
 $CAT
1",,,,1,[],https://twitter.com/SteveGrzanich/status/948228376791322624
44,Open Outcrier,@OpenOutcrier,2018-01-02T13:37:40.000Z,"$CAT (+0.3% pre) What New Tax Law? Caterpillar Fights to Protect Its Swiss-Made Profits - WSJ

http://ooc.bz/l/19258","$CAT (+0.3% pre) What New Tax Law? Caterpillar Fights to Protect Its Swiss-Made Profits - WSJ

http://ooc.bz/l/19258
1
1",,,1,1,[],https://twitter.com/OpenOutcrier/status/948186533651271685
