,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
25,Tom Petruno,@tpetruno,2020-01-02T22:08:15.000Z,"Better than a tech stock? JPMorgan Chase $JPM is +28% since early-Oct., vs +18% for Nasdaq index. http://bigcharts.marketwatch.com/quickchart/quickchart.asp?symb=JPM&insttype=Stock…","Better than a tech stock? JPMorgan Chase $JPM is +28% since early-Oct., vs +18% for Nasdaq index. http://bigcharts.marketwatch.com/quickchart/quickchart.asp?symb=JPM&insttype=Stock…",,,,,[],https://twitter.com/tpetruno/status/1212858167043842048
26,Lancelot,@commandenteSD,2020-01-02T22:16:56.000Z,"$JPM Feb 140 C [bank, see also $GS]
$XOP Mar 25 C [energy theme]
$BILI Jan 22.5 C.  [china]
$KNX Mar 40 C. [trucking]
$UBER Jan31 35 C [for 
@MalibuInvest
 ]
$SNAP Jan 18 C 

Interesting and unusual flow","$JPM Feb 140 C [bank, see also $GS]
$XOP Mar 25 C [energy theme]
$BILI Jan 22.5 C.  [china]
$KNX Mar 40 C. [trucking]
$UBER Jan31 35 C [for 
@MalibuInvest
 ]
$SNAP Jan 18 C 

Interesting and unusual flow
2",⚜,,,2,[],https://twitter.com/commandenteSD/status/1212860351747772416
27,Lucas L. LeNoble,@Luke_LeNoble,2020-01-02T18:36:20.000Z,And just sold half my $LK shares at $38.03. Looking to reinvest profits before closing bell. Any suggestions? $JPM goes ex-dividend tomorrow.,"And just sold half my $LK shares at $38.03. Looking to reinvest profits before closing bell. Any suggestions? $JPM goes ex-dividend tomorrow.
Lucas L. LeNoble
@Luke_LeNoble
 · 2 Jan 2020
Replying to @grw1177
Bought at $37. Currently my biggest holding.",,,,,['https://pbs.twimg.com/profile_images/1332663410513723395/UX0pLMgr_mini.jpg'],https://twitter.com/Luke_LeNoble/status/1212804835311001600
28,The Invincible Bull,@InvincibleBull,2020-01-03T23:51:39.000Z,"$RIOT Riot Blockchain announces purchase of additional 1,000 next generation Bitmain S17 Pro Antminers

#bitcoin #bch #ltc #cryptocurrencies #crypto 

$SPY $MSFT $AMZN $FB $BRK.B $JPM $GOOG $JNJ $V $PG $XOM $T $BAC $UNH $NVDA $DIS $MA $VZ $INTC $HD $MRK $WMT $FdX $NFLX $C $BA","$RIOT Riot Blockchain announces purchase of additional 1,000 next generation Bitmain S17 Pro Antminers

#bitcoin #bch #ltc #cryptocurrencies #crypto 

$SPY $MSFT $AMZN $FB $BRK.B $JPM $GOOG $JNJ $V $PG $XOM $T $BAC $UNH $NVDA $DIS $MA $VZ $INTC $HD $MRK $WMT $FdX $NFLX $C $BA
1",,,1,,[],https://twitter.com/InvincibleBull/status/1213246578380693504
29,Ramneek,@iramneek,2020-01-01T19:41:55.000Z,"Replying to 
@Matt_Cochrane7","Replying to 
@Matt_Cochrane7
Just my 2 cents if I may add: $HDB can be a bigger position since it’s not only largest and best run bank in India, but also it’s better managed or as well managed as $JPM + I think many underestimate the potential of a $100Bn+ co. in India. 

Now, valuation is a different thing.
2
1
4",,2,1,4,[],https://twitter.com/iramneek/status/1212458952799076352
30,HOTSTOCK,@FPSwatchlist,2020-01-02T14:24:14.000Z,"$SMME 
@smartmetric
 SmartMetric Continues To Advance Its Biometric In-The-Card Technology For The Next Generation Secure Credit And Debit Cards
https://barchart.com/story/stocks/quotes/smme/overview/4126296/smartmetric-continues-to-advance-its-biometric-in-the-card-technology-for-the-next-generation-secure-credit-and-debit-cards…
@frontpagestocks
 

$GROW $GRPS $GRWG $HEMP $HMLA $IGEX $IGPK $III $INO $JPM $MCIG $MJNA $MSMY $MSSV","$SMME 
@smartmetric
 SmartMetric Continues To Advance Its Biometric In-The-Card Technology For The Next Generation Secure Credit And Debit Cards
https://barchart.com/story/stocks/quotes/smme/overview/4126296/smartmetric-continues-to-advance-its-biometric-in-the-card-technology-for-the-next-generation-secure-credit-and-debit-cards…
@frontpagestocks
 

$GROW $GRPS $GRWG $HEMP $HMLA $IGEX $IGPK $III $INO $JPM $MCIG $MJNA $MSMY $MSSV
barchart.com
FILING DEADLINE--Kuznicki Law PLLC Announces Class Actions on Behalf of Shareholders of FSCT, MAT,...
CEDARHURST, N.Y., Feb. 18, 2020 (GLOBE NEWSWIRE) -- The securities litigation law firm of Kuznicki Law PLLC issues this alert to shareholders of the following publicly traded companies.
2",🍿,,,2,['https://pbs.twimg.com/card_img/1500593622210670593/nzSjcDeb?format=png&name=small'],https://twitter.com/FPSwatchlist/status/1212741392474071041
31,Ophir Gottlieb,@OphirGottlieb,2020-01-02T17:27:10.000Z," $JPM

Up and out in this one too.

Bot C/S for ~$1.50
Sld C/S @ $2.00+

Two for two with the same trade in different stocks.

Trade like a Machine. http://TradeMachine.com"," $JPM

Up and out in this one too.

Bot C/S for ~$1.50
Sld C/S @ $2.00+

Two for two with the same trade in different stocks.

Trade like a Machine. http://TradeMachine.com
Ophir Gottlieb
@OphirGottlieb
 · 31 Dec 2019
I'm up / filled.

$JPM and $C. No pos in $WFC. 
 twitter.com/OphirGottlieb/…
3
1
7",🚨 🚨 🚨 👇 👇 👇 👇 👇 👇,3,1,7,['https://pbs.twimg.com/profile_images/1088833938351509504/1YK9-k09_mini.jpg'],https://twitter.com/OphirGottlieb/status/1212787429876219905
32,Lazer,@TEEELAZER,2020-01-03T06:58:30.000Z,"$JPM has to go to record highs tmro too right bulls?
And if it doesn't, then by next week for sure bet your bottom dollar on it 1 step back 2 steps forward forever . .

ALL TIME HIGH DAY https://tradingview.com/x/mjeGLNfC/","$JPM has to go to record highs tmro too right bulls?
And if it doesn't, then by next week for sure bet your bottom dollar on it 1 step back 2 steps forward forever . .

ALL TIME HIGH DAY https://tradingview.com/x/mjeGLNfC/
1",,,,1,[],https://twitter.com/TEEELAZER/status/1212991610088083456
33,24/7 Wall St.,@247WallSt,2020-01-02T16:30:09.000Z,"Stock market gains and economic expansion to continue into 2020, and formal DJIA targets coming Monday. Here is the exposure, risk and opportunity from $AAPL $MSFT $AMZN $BA $IBM $XOM $CVX $WBA $MMM $JPM and other key companies. http://ow.ly/UruU50xLzRm","Stock market gains and economic expansion to continue into 2020, and formal DJIA targets coming Monday. Here is the exposure, risk and opportunity from $AAPL $MSFT $AMZN $BA $IBM $XOM $CVX $WBA $MMM $JPM and other key companies. http://ow.ly/UruU50xLzRm",,,,,['https://pbs.twimg.com/media/ENSisG_WkAEuo4j?format=jpg&name=small'],https://twitter.com/247WallSt/status/1212773080004730881
34,PlungeProtectionTeam,@gamesblazer06,2020-01-03T22:27:28.000Z,"Replying to 
@fiftytwoweeklow","Replying to 
@fiftytwoweeklow
True.. nothing goes up or down in a straight line...lotta folks confusing $JPM getting taken out of their $TLT Reversed In...with “Reflation.” P.S. they have almost no T bills on balance sheet. Today’s ISM data only confirmed continued deflation. $ZROZ
Rare opp 2 pick off $JPM",,,,,"['https://pbs.twimg.com/media/ENY-DwMVAAAk-3l?format=jpg&name=small', 'https://pbs.twimg.com/media/ENY98skVUAAO8dB?format=jpg&name=360x360']",https://twitter.com/gamesblazer06/status/1213225388941271040
35,Stefan Schumacher,@DeathStripMall,2020-01-03T22:34:59.000Z,"@TMFJMo
 my top 10 holdings going into 2020 if you’re interested.   $ETSY                                      
$AAPL
$CMG 
$CIM
$TGT
$ANTM
$DIS
$WFC
$JPM
$AGO","@TMFJMo
 my top 10 holdings going into 2020 if you’re interested.   $ETSY                                      
$AAPL
$CMG 
$CIM
$TGT
$ANTM
$DIS
$WFC
$JPM
$AGO
1",,,,1,[],https://twitter.com/DeathStripMall/status/1213227282128605184
36,Lazer,@TEEELAZER,2020-01-03T03:19:03.000Z,"Replying to 
@TrendSpider","Replying to 
@TrendSpider
Definitely not, tonite’s news can’t possibly effect the straight up trend, no no no we know no matter where price opens, everyone has to follow the straight up trend because it always goes straight up all day and closes at all time highs just like 
$aapl $jpm $tsla $cmg $fb $goog
1",,,,1,[],https://twitter.com/TEEELAZER/status/1212936381430812672
37,Randy Frederick,@RandyAFrederick,2020-01-02T14:32:56.000Z,"In early-morning options action, equity names among the top 10 most actives include: $AAPL, $AMZN, $AMD, $TSLA, $BABA, $NIO, $JPM
#options","In early-morning options action, equity names among the top 10 most actives include: $AAPL, $AMZN, $AMD, $TSLA, $BABA, $NIO, $JPM
#options
schwab.com
Weekly Trader’s Outlook
The Russia/Ukraine situation has deteriorated and bargain hunters following historical patterns have been punished as a result. Now traders have retrenched and the indicators say it will likely...",,,,,['https://pbs.twimg.com/card_img/1501237831766786059/zVRFXZyt?format=jpg&name=small'],https://twitter.com/RandyAFrederick/status/1212743581535895552
38,jon,@weeklystockchar,2020-01-02T21:05:14.000Z,"Replying to 
@CrmTrades","Replying to 
@CrmTrades
https://newyorkfed.org/markets/domestic-market-operations/monetary-policy-implementation/repo-reverse-repo-agreements/repurchase-agreement-operational-details…

it's pretty simple, banks used to lend to each other (anchored by $JPM). $JPM pulled out + system fell apart. now instead of banks lending to each other, FED gives money to any bankster who asks for it. there's no real plans to fix it other than pumping.
1",,,,1,[],https://twitter.com/weeklystockchar/status/1212842309139591168
39,Barchart,@Barchart,2020-01-03T19:27:10.000Z,"Oil prices surge, stocks slip after US kills Iranian general https://barchart.com/share/news/4175032… via 
@Barchart
 $TSLA $C $LMT $UAL $JPM","Oil prices surge, stocks slip after US kills Iranian general https://barchart.com/share/news/4175032… via 
@Barchart
 $TSLA $C $LMT $UAL $JPM",,,,,[],https://twitter.com/Barchart/status/1213180016365842433
